"uniquekeys","statelgafac","statecodes","lgacodes","distrcodes","facnames","addresss","questnums","reasons","designats","designats_2","ifotherspe","gender","age","educations","whoemploye","n15other","gradelevel","curgrade","primaryhea","workfacs","previously","indigene","farawayfac","time","time_2","gettowork","n116oth","havespouse","living","howfar","pays","n211oth","monthsal","months","salarylate","healthcare","medicines","schooling","housing","food","supplement","agric","petty","clinic","home","sellmed","other","n217oth","week","services","health","vacntime","vacnday","vacwdecide","arintime","arinday","ariwdecide","diatime","dianday","diawdecide","malntime","malnday","malwdecide","nutntime","nutnday","nutwdecide","matntime","matnday","matwdecide","fpntime","fpnday","fpwdecided","drugntime","drugnday","drugwdecid","stintime","stinday","stiwdecide","othntime","othnday","othwdecide","n221oth","days","outp","deliveries","inp","imm","antenatals","family","educa","inspection","laborators","admin","nonhealth","equipment","staffass","strike","strikelast","criterion","peoplelivi","house","bicycle","motorbike","car","boat","toilet","n314oth","purpose","times","discussed","referred","seeing","training","consider","attend","worker","diagnosis","tell","adjust","send","staffmeets","advice","whatother","n4111oth","notapplic","opinion","opinion_2","n4112oth","engaging","engaging_2","engaging_3","n4113oth","recstatus","salnopay"
22,10202,1,2,"KENDE DISTRICT",2,"WUSSA",2,1.79769313486232e+308,6,6,"",2,22,3,2,"",1.79769313486232e+308,1.79769313486232e+308,1,1,0,2,0,0.0500000007450581,0.0833333358168602,1,"",2,1.79769313486232e+308,1.79769313486232e+308,7,"",1.79769313486232e+308,0,0,2,2,2,1,1,1,1,2,2,1,2,1.79769313486232e+308,"",10,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6,2,2,2,2,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,0,1.79769313486232e+308,1,1,1,1,2,2,1,1.79769313486232e+308,1,2,0,2,2,1,1,0,0,1,1,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,12
23,10203,1,2,"IKENDE DISTRICT",3,"IKENDE",3,1.79769313486232e+308,5,5,"",2,1.79769313486232e+308,3,2,"",3,7,16,7,0,2,0,0.0500000007450581,0.0833333358168602,1,"",1,1,1.79769313486232e+308,3,"",18800,11,0,2,2,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,"",0,1.79769313486232e+308,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"METIZAN ADMINISTRATI",7,1,1,2,2,1,2,1,1,2,1,2,2,1,1,0,1,6,3,1,2,2,2,2,1.79769313486232e+308,1,1,0,2,2,2,1,15,0,2,1,1,1,2,1,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
24,10205,1,2,"IKENDE WARD",5,"ZENYI BASSA LGA",4,1.79769313486232e+308,6,6,"",1,25,3,2,"",1.79769313486232e+308,1.79769313486232e+308,2,2,0,1,0,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,8,"",1.79769313486232e+308,0,0,2,2,2,2,2,1,1,2,2,1,2,1,"",0,1.79769313486232e+308,0,2,2,3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,1,2,2,1,1,1,2,2,2,2,2,1.79769313486232e+308,0,1,3,2,1,2,2,2,1,1.79769313486232e+308,1,0,0,0,2,1,1,4,0,2,2,1,2,2,1,2,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,12
25,10223,1,2,"BASSA",23,"AS ABOVE",5,1.79769313486232e+308,6,6,"",1,29,3,2,"",1.79769313486232e+308,1.79769313486232e+308,1,1,0,2,0,0.0199999995529652,0.0333333313465118,1,"",1,2,1,1.79769313486232e+308,"",1.79769313486232e+308,0,0,2,2,2,2,2,1,1,2,1.79769313486232e+308,2,1,2,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6,1,2,2,2,2,2,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,3,2,2,2,2,2,1,1.79769313486232e+308,1,0,2,1,1.79769313486232e+308,1,1,2,0,2,1,1,2,1.79769313486232e+308,1,1.79769313486232e+308,"",1.79769313486232e+308,6,7,"WRONG TREATMENT",3,3,2,"",1,12
26,10207,1,2,"BASSAWAGE DISTRICT",7,"EMI ERONU DISTRICT",6,1.79769313486232e+308,5,5,"",2,28,3,2,"",3,8,13,2,2,2,1,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,3,"",19550,2,2,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,15,8,2,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,0,0,1,2,1,2,2,0,5,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,10
27,10208,1,2,"GBOLOKO HEALTH CENTR",8,"EMI ABAIDE VILLAGE",7,1.79769313486232e+308,5,5,"",1,35,3,2,"",6,10,10,4,0,2,0,0.00999999977648258,0.0166666656732559,1,"",1,1,1.79769313486232e+308,3,"",21000,1,0,2,2,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,"",2,1,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,"",5,1,2,1,2,1,2,1,1,2,2,2,2,2,2,0,1,15,4,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308,1,5,1,0,2,1,1,20,0,5,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,11
28,10209,1,2,"EMI ADAMA WARD",9,"PHC AJIGBO BASSALYA",8,1.79769313486232e+308,2,2,"",2,32,3,2,"",3,8,14,2,0,1,0,0.0199999995529652,0.0333333313465118,1,"",1,2,12,3,"",19000,2,2,2,2,2,2,2,1,1,2,2,2,1,2,"",0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,2,1,1,1,1,5,1,2,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,1,4,0,1.79769313486232e+308,1,1,2,1,1,2,"",2,5,5,"",3,3,2,"",1,10
29,10210,1,2,"GBOLOKO  WARD",10,"AKABE",9,1.79769313486232e+308,5,5,"",2,35,3,2,"",3,8,14,1,0,1,1,0.0500000007450581,0.0833333358168602,1,"",1,1,1.79769313486232e+308,3,"",16500,1,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,7,4,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2,0,0,2,1,1,3,0,5,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,11
30,10211,1,2,"BASSA",11,"",10,1.79769313486232e+308,6,6,"",2,30,3,2,"",1,6,10,1,0,2,0,0.0500000007450581,0.0833333358168602,1,"",1,2,15,3,"",12000,3,0,1,2,2,2,2,1,2,1,2,1,2,1.79769313486232e+308,"",2,1,0,1,3,3,0,0,0,1,3,3,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1.79769313486232e+308,1,0,1,0,2,2,2,2,0,5,1,1,2,1,1,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,9
31,10214,1,2,"MOZUM DISTRICT",14,"OGBA OGUMA",11,1.79769313486232e+308,5,5,"",1,30,3,2,"",1,9,13,9,0,1,0,0,0,1,"",1,1,1.79769313486232e+308,3,"",20000,1,1,2,2,2,2,2,1,2,2,2,1,1,2,"",2,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,6,4,1,2,2,2,1,1.79769313486232e+308,1,0,0,0,2,2,1,4,0,1,1,1,2,2,1,2,"",2,1,1,"",3,3,2,"",1,11
32,10215,1,2,"AKUBA  2",15,"PHC ODEHIN",12,1.79769313486232e+308,5,5,"",2,36,1.79769313486232e+308,2,"",3,9,19,5,0,2,2,0.200000002980232,0.333333343267441,1,"",1,1,1.79769313486232e+308,3,"",19000,0,0,2,1,2,2,2,1,1,2,2,1,1,1.79769313486232e+308,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,2,2,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,0,3,6,3,2,2,2,2,2,1.79769313486232e+308,1,2,0,2,2,1,1,0,0,3,1,2,1,1,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,12
33,10216,1,2,"AKUBA II WARD",16,"KPORO PHC AKURA II",13,1.79769313486232e+308,6,6,"",2,45,2,2,"GRADE II",3,7,6,3,0,1,0,0.00999999977648258,0.0166666656732559,1,"",1,2,10,3,"",11000,8,8,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,"OFFER TREATMENT",0,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,7,2,1,2,2,2,1,1.79769313486232e+308,1,0,0,0,2,1.79769313486232e+308,1,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",1,1,1,"",1,4
34,10218,1,2,"AKUBA II",18,"PHC OKITE",14,1.79769313486232e+308,12,8,"",1,40,2,2,"",5,13,22,3,0,2,0,0.00999999977648258,0.0166666656732559,1,"",1,1,1.79769313486232e+308,3,"",38000,12,0,2,2,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,"",0,1.79769313486232e+308,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,4,2,2,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,0,0,2,1,2,2,0,5,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,4,4,"",3,3,2,"",1,0
35,10219,1,2,"ASHAMAMA WARD",19,"BASSA LGA KOGI",15,1.79769313486232e+308,5,5,"",1,36,3,4,"",3,9,13,0,0,2,1,0.200000002980232,0.333333343267441,3,"",1,1,1.79769313486232e+308,3,"",24000,5,2,2,2,2,2,2,1,1,2,2,1,1,2,"",5,1,0,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,1,2,1,1,2,2,2,2,1,1,3,2,10,5,1,1,2,2,2,1.79769313486232e+308,1,0,0,1,2,1,1,4,2,2,2,1,2,2,1,2,"",1.79769313486232e+308,5,5,"",4,4,2,"",1,7
36,10220,1,2,"SHITTE DISTRICT",20,"PHC SHITTE",16,1.79769313486232e+308,5,5,"",1,45,3,2,"",3,12,12,2,1,2,0,0.0299999993294477,0.0499999970197678,1,"",1,1,1.79769313486232e+308,3,"",25000,3,0,2,2,2,1,2,1,2,2,2,1,2,1.79769313486232e+308,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"",5,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,3,5,3,2,1,2,2,1,1.79769313486232e+308,1,1,2,0,2,1,2,2,0,5,2,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,9
37,10213,1,2,"EKIYO",13,"PHC EKIDO",17,1.79769313486232e+308,5,5,"",2,27,3,2,"",1,6,10,2,0,2,0,0.0299999993294477,0.0499999970197678,1,"",1,1,1.79769313486232e+308,3,"",12000,0,0,2,2,2,1,2,1,2,1,2,1,1,1.79769313486232e+308,"",2,1,2,2,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,4,1,2,2,2,2,1,1.79769313486232e+308,1,0,0,0,2,2,1,0,0,5,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,12
38,10301,1,3,"ODU WARD 1",1,"PHC ODU OKPAKILI ATE",1,1.79769313486232e+308,5,5,"",1,40,3,1,"",4,13,22,5,2,1,0,0.0500000007450581,0.0833333358168602,3,"",1,1,1.79769313486232e+308,3,"",41850,0,0,2,2,2,2,2,1,2,2,1,2,2,1.79769313486232e+308,"",0,1,0,6,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,"",5,1,2,2,2,2,2,2,2,2,1,2,2,1,2,0,1,6,5,2,1,2,2,1,1.79769313486232e+308,1,2,1,2,2,6,1,6,0,5,1,1,2,2,1,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,12
39,10325,1,3,"",25,"ALADE EGUME COMM.",2,1.79769313486232e+308,5,5,"",1,42,3,2,"",1,7,15,0,1,1,0,0.0500000007450581,0.0833333358168602,1,"",2,1.79769313486232e+308,1.79769313486232e+308,3,"",3000,0,2,2,2,2,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"____________________",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79769313486232e+308,0,0,0,0,0,1.79769313486232e+308,0,0,0,0,0,0,0,1.79769313486232e+308,0,0,0,0,"0",5,1,2,2,2,2,2,1,1,2,2,2,2,1,2,0,2,6,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3,0,0,2,1,1,3,0,5,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",2,2,2,"",1,12
40,10303,1,3,"AJEGUNWA",3,"PHC AJEGUNWA",3,1.79769313486232e+308,5,5,"",1,35,3,1,"",3,7,11,3,0,1,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,8,"",1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",7,1,2,2,2,1,1,1,1,2,1,1,2,1,1,3,2,6,3,2,1,2,2,2,1.79769313486232e+308,1,0,0,0,2,2,1,12,0,2,1,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1.79769313486232e+308
41,10304,1,3,"ODU",4,"PHC ODU OKPAKILI OGANE",4,1.79769313486232e+308,6,6,"",2,35,3,2,"",2,4,4,0,0,2,0,0,0,1.79769313486232e+308,"",1,1,1.79769313486232e+308,3,"",12500,1,0,1,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,"",7,2,1,2,2,1,1,1,2,1.79769313486232e+308,1,2,2,1,1,2,3,4,2,2,2,2,2,1,1.79769313486232e+308,1,0,2,2,2,1,2,2,1,4,1,1,2,1,1,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,11
42,10305,1,3,"OGANENIWU",5,"PHC CLINIC AGOJEU",5,1.79769313486232e+308,5,5,"",1,36,3,2,"",5,7,11,3,0,2,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,3,"",21000,3,3,2,2,2,2,2,1,2,2,2,2,2,2,"",0,1.79769313486232e+308,1.79769313486232e+308,3,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,7,7,2,1,2,2,1,1.79769313486232e+308,1,3,1,0,2,2,1,3,3,4,1,1,2,1,1,1.79769313486232e+308,"",2,6,9,"DONT SHOW HATRED",3,3,2,"",1,9
43,10306,1,3,"EMEWE",6,"EMENE EFOPA DEKINA LGA",6,1.79769313486232e+308,6,6,"",2,41,3,2,"",1,12,25,7,0,2,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,3,"",37000,2,2,2,2,2,2,2,1,1,2,2,2,2,2,"",2,1.79769313486232e+308,1.79769313486232e+308,2,5,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,6,5,2,2,1,2,2,1.79769313486232e+308,1,0,0,1,2,1,1,6,1,2,1,1,2,1,1,2,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,10
44,10307,1,3,"ODU WARD",7,"AJAGUMU VILLAGE",7,1.79769313486232e+308,5,5,"",2,26,3,2,"POVERTY ALLEVIATION",1.79769313486232e+308,1.79769313486232e+308,2,2,0,2,1,0.0500000007450581,0.0833333358168602,1,"",2,1.79769313486232e+308,1.79769313486232e+308,3,"",3000,4,4,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",2,1,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,3,1,1,2,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,0,0,1,2,1,2,8,2,5,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,8
45,10327,1,3,"AYANGBA",27,"DEKINA ROAD",8,1.79769313486232e+308,5,5,"",2,41,3,2,"",1,8,20,0,1,2,1,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",22000,0,2,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",2,1,1,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,8,5,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,0,3,1,2,1,1,2,0,5,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,12
46,10309,1,3,"AJIOLO",9,"PHC CENTRE AJIOLA",9,1.79769313486232e+308,2,2,"",1,35,3,2,"",6,9,8,2,0,2,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,3,"",30215,0,0,2,2,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,"",0,1.79769313486232e+308,0,4,8,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",3,1,2,2,2,1,2,1,2,2,1,2,2,1,1,6,3,5,4,2,1,2,2,2,1.79769313486232e+308,1,0,2,5,2,1,1,3,0,2,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,12
47,10310,1,3,"AKABE",10,"AKBE VILLAGE",10,1.79769313486232e+308,5,5,"",2,27,3,2,"",3,5,12,0,1,2,1,0.150000005960464,0.25,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,9,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,1,2,2,2,1,1,1.79769313486232e+308,"",2,1,0,3,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",7,1,2,2,2,1,1,1,2,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,3,1,1,2,2,2,2,1,1.79769313486232e+308,1,0,0,1,2,1,1,2,0,2,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,3
48,10312,1,3,"OKURA",12,"PHC CLINIC OFANJE OKURA",11,1.79769313486232e+308,12,8,"PRIN.COMM",1,32,3,2,"",6,10,11,0,1,2,0,0.0299999993294477,0.0499999970197678,1,"",1,2,30,3,"",21000,4,3,2,2,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1,3,1,6,6,2,1,2,2,3,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,2,1.79769313486232e+308,1.79769313486232e+308,5,2,1,2,2,1,2,"",2,6,9,"",3,3,2,"",1,8
